Hariltsagchdiin_id,Credit_onoo,Bairshil,Huis,Nas,Dansan_dahi_mongo_usd,Avsan_uilchilgeenii_too,Olon_ulsiin_kardtai_eseh,Idevhtei_hariltsagch_eseh,Avdag_Tsalin_usd,zeel_avsan_eseh
15754261,648,Spain,Eregtei,42,98795.61,2,Tiim,Ugui,89123.99,Ugui
15629150,721,Mongolia,Emegtei,37,0,2,Tiim,Ugui,70810.8,Ugui
15736274,751,Mongolia,Eregtei,31,0,2,Ugui,Ugui,17550.49,Ugui
15627697,662,Mongolia,Eregtei,34,0,2,Ugui,Tiim,21497.27,Ugui
15721585,628,Germany,Eregtei,29,113146.98,2,Ugui,Tiim,124749.08,Ugui
15639946,597,Germany,Emegtei,39,162532.14,3,Tiim,Ugui,36051.46,Tiim
15792176,698,Spain,Emegtei,40,92053.44,1,Tiim,Tiim,143681.83,Ugui
15699450,723,Mongolia,Eregtei,48,0,2,Tiim,Tiim,150694.58,Ugui
15729954,586,Mongolia,Emegtei,28,0,3,Tiim,Ugui,170487.4,Tiim
15600103,633,Germany,Emegtei,29,104944.1,1,Tiim,Tiim,97684.46,Ugui
15786200,564,Mongolia,Eregtei,31,0,2,Tiim,Ugui,53520.03,Ugui
15797010,649,Mongolia,Emegtei,31,0,2,Tiim,Ugui,15200.61,Ugui
15670172,622,Mongolia,Emegtei,30,107879.04,1,Ugui,Tiim,196894.62,Ugui
15627352,459,Germany,Eregtei,46,110356.42,1,Tiim,Ugui,4969.13,Tiim
15622494,718,Mongolia,Eregtei,27,0,2,Ugui,Ugui,26229.24,Ugui
15585835,655,Spain,Emegtei,34,109783.69,2,Tiim,Ugui,134034.32,Ugui
15595071,696,Mongolia,Eregtei,22,149777,1,Tiim,Tiim,198032.93,Ugui
15628203,637,Mongolia,Emegtei,38,104339.56,1,Ugui,Ugui,119882.86,Ugui
15667190,630,Spain,Emegtei,21,85818.18,1,Tiim,Tiim,133102.3,Ugui
15780212,592,Mongolia,Eregtei,37,212692.97,1,Ugui,Ugui,176395.02,Ugui
15766869,634,Germany,Eregtei,37,89696.84,2,Tiim,Tiim,193179.88,Ugui
15775741,608,Mongolia,Emegtei,28,0,2,Tiim,Tiim,125062.02,Ugui
15628170,565,Germany,Emegtei,32,68067.24,1,Tiim,Ugui,143287.58,Ugui
15701318,763,Spain,Eregtei,67,148564.66,1,Ugui,Tiim,87236.4,Ugui
15710928,665,Mongolia,Emegtei,55,136354.16,1,Tiim,Tiim,93769.89,Ugui
15682547,649,Mongolia,Eregtei,38,122214,1,Ugui,Tiim,88965.46,Ugui
15631170,695,Mongolia,Eregtei,45,0,2,Tiim,Tiim,30793.61,Ugui
15648702,775,Germany,Eregtei,70,119684.88,2,Tiim,Tiim,74532.02,Ugui
15783444,788,Mongolia,Emegtei,39,135139.33,1,Ugui,Tiim,113086.08,Ugui
15809178,569,Germany,Emegtei,42,146100.75,1,Tiim,Ugui,32574.01,Tiim
15806688,726,Spain,Emegtei,56,123110.9,3,Ugui,Tiim,130113.78,Tiim
15576824,564,Germany,Emegtei,44,111760.4,3,Tiim,Tiim,104722.47,Tiim
15675422,544,Mongolia,Emegtei,32,110728.39,1,Tiim,Tiim,14559.62,Ugui
15681550,614,Mongolia,Emegtei,41,121558.46,1,Tiim,Tiim,598.8,Ugui
15812628,453,Germany,Emegtei,38,120623.21,1,Tiim,Ugui,129697.99,Ugui
15597951,471,Mongolia,Emegtei,58,114713.57,1,Tiim,Tiim,36315.03,Ugui
15807045,829,Germany,Emegtei,37,103457.76,1,Ugui,Ugui,1114.12,Ugui
15581748,754,Germany,Eregtei,57,101134.87,2,Tiim,Tiim,70954.41,Ugui
15770420,749,Germany,Eregtei,46,78136.36,2,Tiim,Tiim,73470.98,Ugui
15608230,667,Mongolia,Eregtei,23,0,2,Tiim,Ugui,91573.19,Ugui
15730339,670,Spain,Eregtei,30,133446.34,1,Ugui,Ugui,3154.95,Ugui
15712584,670,Mongolia,Emegtei,33,0,2,Tiim,Tiim,88187.81,Ugui
15592816,623,Germany,Emegtei,48,108076.33,1,Tiim,Ugui,118855.26,Tiim
15641480,571,Mongolia,Eregtei,32,131354.25,1,Tiim,Ugui,125256.53,Ugui
15708505,641,Germany,Emegtei,37,62974.64,2,Ugui,Tiim,39016.43,Ugui
15791131,551,Germany,Emegtei,30,143340.44,1,Tiim,Ugui,145796.49,Ugui
15618225,741,Germany,Eregtei,36,116993.43,2,Tiim,Ugui,168816.22,Ugui
15644724,472,Mongolia,Eregtei,31,58662.92,2,Ugui,Tiim,73322,Ugui
15662098,650,Spain,Eregtei,41,128808.65,3,Ugui,Ugui,113677.53,Tiim
15723894,625,Mongolia,Eregtei,45,137555.44,1,Ugui,Ugui,124607.7,Ugui
15787699,650,Germany,Eregtei,34,142393.11,1,Tiim,Tiim,11276.48,Ugui
15687738,535,Mongolia,Emegtei,38,0,2,Tiim,Ugui,136620.64,Ugui
15576126,649,Mongolia,Emegtei,41,125785.23,1,Tiim,Tiim,70523.92,Ugui
15658889,689,Mongolia,Eregtei,22,136444.25,1,Tiim,Ugui,51980.25,Tiim
15667046,694,Spain,Eregtei,38,121527.4,1,Tiim,Ugui,113481.02,Ugui
15669957,655,Germany,Eregtei,52,144696.75,1,Tiim,Tiim,49025.79,Ugui
15655794,620,Mongolia,Eregtei,36,0,2,Tiim,Tiim,145937.99,Ugui
15599829,577,Mongolia,Emegtei,35,0,2,Tiim,Tiim,25161.61,Ugui
15753332,401,Germany,Eregtei,48,128140.17,1,Tiim,Ugui,175753.55,Tiim
15671124,599,Mongolia,Eregtei,25,120383.41,1,Tiim,Tiim,24903.09,Ugui
15767474,481,Mongolia,Emegtei,57,0,3,Tiim,Tiim,169719.35,Tiim
15720671,704,Mongolia,Eregtei,42,129735.3,2,Tiim,Tiim,179565.57,Ugui
15626787,698,Spain,Emegtei,31,185078.26,1,Ugui,Ugui,115337.74,Tiim
15774491,480,Mongolia,Emegtei,28,0,2,Ugui,Ugui,48131.92,Ugui
15579647,682,Mongolia,Eregtei,42,0,1,Tiim,Tiim,160828.98,Ugui
15625522,700,Spain,Eregtei,31,0,2,Ugui,Tiim,145151.96,Ugui
15765806,492,Mongolia,Eregtei,29,144591.96,1,Tiim,Tiim,196293.76,Ugui
15566708,444,Mongolia,Emegtei,45,0,2,Tiim,Ugui,161653.5,Tiim
15668347,624,Mongolia,Eregtei,36,0,2,Ugui,Ugui,84635.64,Ugui
15575214,709,Mongolia,Eregtei,37,0,1,Tiim,Ugui,159486.76,Ugui
15591123,557,Germany,Eregtei,68,100194.44,1,Tiim,Tiim,38596.34,Ugui
15573280,646,Germany,Eregtei,50,145295.31,2,Tiim,Tiim,27814.74,Ugui
15589018,719,Germany,Eregtei,28,106070.29,2,Tiim,Tiim,183893.31,Ugui
15654495,706,Germany,Emegtei,47,120621.89,1,Tiim,Tiim,140803.7,Ugui
15597265,660,Mongolia,Eregtei,38,0,2,Ugui,Tiim,146585.53,Ugui
15733876,667,Mongolia,Eregtei,36,0,2,Tiim,Tiim,40062.29,Ugui
15677217,705,Mongolia,Eregtei,30,0,1,Tiim,Tiim,181300.32,Ugui
15747265,598,Germany,Emegtei,27,171283.91,1,Tiim,Tiim,84136.12,Ugui
15713379,669,Mongolia,Eregtei,26,0,2,Tiim,Tiim,197594.34,Ugui
15730433,580,Germany,Emegtei,38,128218.47,1,Tiim,Ugui,125953.83,Tiim
15693347,676,Mongolia,Emegtei,32,0,2,Tiim,Tiim,75465.41,Ugui
15715465,714,Germany,Eregtei,28,77776.39,1,Tiim,Ugui,177737.07,Ugui
15680736,597,Germany,Emegtei,72,124978.19,2,Tiim,Tiim,7144.46,Ugui
15610765,559,Mongolia,Eregtei,29,0,2,Ugui,Ugui,155639.76,Ugui
15650034,564,Mongolia,Emegtei,28,0,1,Tiim,Tiim,162428.05,Ugui
15782468,850,Spain,Eregtei,51,109799.55,2,Tiim,Tiim,12457.76,Tiim
15685109,689,Mongolia,Eregtei,39,0,2,Ugui,Ugui,14917.09,Ugui
15776233,758,Germany,Emegtei,61,125397.21,1,Tiim,Ugui,182184.09,Tiim
15761141,604,Spain,Emegtei,71,0,2,Tiim,Tiim,129984.2,Ugui
15781702,733,Germany,Eregtei,38,111347.37,2,Ugui,Tiim,194872.97,Ugui
15790235,778,Spain,Eregtei,40,104291.41,2,Tiim,Tiim,117507.11,Ugui
15641416,732,Germany,Emegtei,61,94867.18,2,Tiim,Tiim,157527.6,Tiim
15775234,646,Mongolia,Eregtei,24,0,2,Ugui,Ugui,92612.88,Ugui
15659475,597,Mongolia,Emegtei,33,135703.59,2,Ugui,Ugui,74850.84,Ugui
15642202,821,Germany,Emegtei,37,106453.53,2,Ugui,Tiim,127413,Ugui
15771417,640,Mongolia,Eregtei,43,132412.38,1,Ugui,Ugui,69584.3,Tiim
15585100,511,Germany,Emegtei,40,124401.6,1,Tiim,Ugui,198814.24,Tiim
15700487,805,Mongolia,Eregtei,46,118022.06,3,Tiim,Ugui,162643.15,Tiim
15726589,540,Germany,Eregtei,39,82531.11,1,Tiim,Ugui,114092.52,Ugui
15747503,705,Spain,Eregtei,44,184552.12,1,Tiim,Ugui,68860.3,Tiim
15595883,540,Germany,Eregtei,39,127278.31,1,Tiim,Tiim,16150.34,Ugui
15663826,532,Spain,Emegtei,66,0,1,Tiim,Tiim,115227.02,Ugui
15742820,535,Mongolia,Emegtei,45,0,2,Ugui,Tiim,170621.55,Ugui
15624793,627,Germany,Eregtei,23,184244.86,1,Tiim,Ugui,103099.22,Ugui
15597930,646,Mongolia,Eregtei,52,59669.43,1,Ugui,Ugui,172495.81,Tiim
15665110,515,Mongolia,Emegtei,25,79543.59,1,Ugui,Tiim,38772.82,Ugui
15770719,697,Mongolia,Emegtei,39,151553.19,1,Tiim,Tiim,44946.29,Ugui
15731327,652,Germany,Eregtei,27,166527.88,2,Ugui,Tiim,146007.7,Ugui
15576044,579,Germany,Eregtei,28,150329.15,1,Tiim,Ugui,145558.42,Ugui
15775662,760,Mongolia,Eregtei,43,121911.59,1,Tiim,Ugui,193312.33,Ugui
15646817,769,Mongolia,Eregtei,51,156773.78,2,Tiim,Ugui,40257.79,Ugui
15596060,498,Spain,Eregtei,29,127864.26,1,Tiim,Tiim,46677.9,Ugui
15723299,774,Mongolia,Eregtei,53,113709.28,1,Tiim,Tiim,153887.93,Tiim
15636982,705,Germany,Emegtei,43,79974.55,1,Tiim,Tiim,103108.33,Ugui
15751175,648,Mongolia,Emegtei,44,0,2,Tiim,Tiim,58652.23,Ugui
15618936,688,Mongolia,Emegtei,51,0,1,Tiim,Ugui,91624.11,Tiim
15787529,592,Spain,Eregtei,38,0,1,Tiim,Ugui,65986.48,Tiim
15780128,705,Mongolia,Eregtei,33,144427.96,2,Tiim,Ugui,113845.19,Ugui
15615991,654,Mongolia,Eregtei,42,99263.09,1,Tiim,Tiim,67607.9,Ugui
15757001,624,Mongolia,Emegtei,32,79368.87,2,Tiim,Tiim,145471.94,Ugui
15595388,594,Mongolia,Emegtei,30,0,2,Tiim,Tiim,124071.71,Ugui
15699550,695,Spain,Emegtei,34,0,2,Tiim,Tiim,67502.12,Ugui
15581620,597,Mongolia,Eregtei,28,0,3,Tiim,Tiim,78707.97,Ugui
15600934,758,Mongolia,Emegtei,52,125095.94,1,Tiim,Ugui,171189.83,Tiim
15738672,737,Germany,Emegtei,40,162485.8,2,Tiim,Ugui,149381.32,Ugui
15721307,694,Germany,Eregtei,37,95668.82,2,Tiim,Ugui,100335.55,Ugui
15619280,683,Mongolia,Eregtei,25,0,2,Tiim,Ugui,152698.24,Ugui
15768244,538,Spain,Emegtei,30,0,2,Tiim,Tiim,41192.95,Ugui
15806837,669,Mongolia,Eregtei,37,0,1,Tiim,Ugui,132540.33,Ugui
15643496,730,Mongolia,Emegtei,34,74197.38,2,Tiim,Ugui,96875.52,Ugui
15813916,622,Mongolia,Emegtei,31,89688.94,1,Tiim,Tiim,152305.47,Ugui
15626385,714,Spain,Emegtei,33,103121.33,2,Tiim,Tiim,49672.01,Ugui
15603582,569,Spain,Emegtei,34,0,1,Tiim,Ugui,133997.53,Ugui
15764351,668,Germany,Emegtei,59,120170.07,1,Ugui,Tiim,50454.8,Ugui
15667938,628,Mongolia,Eregtei,32,149136.31,2,Tiim,Tiim,16402.11,Ugui
15576360,600,Mongolia,Eregtei,40,141136.79,1,Tiim,Tiim,67803.83,Ugui
15628813,693,Mongolia,Emegtei,43,152341.55,1,Tiim,Ugui,9241.78,Ugui
15584190,704,Mongolia,Eregtei,36,120026.98,2,Ugui,Tiim,100601.73,Ugui
15716449,527,Spain,Eregtei,33,132168.28,1,Ugui,Ugui,98734.15,Ugui
15759913,553,Germany,Eregtei,43,85200.82,2,Tiim,Tiim,160574.09,Ugui
15701555,575,Spain,Eregtei,53,84903.33,2,Ugui,Tiim,26015.8,Ugui
15758482,626,Mongolia,Emegtei,32,0,2,Ugui,Ugui,187172.54,Ugui
15758171,582,Mongolia,Eregtei,20,0,1,Tiim,Tiim,55763.66,Ugui
15680346,683,Spain,Eregtei,40,0,1,Tiim,Ugui,75848.22,Ugui
15649124,850,Mongolia,Eregtei,30,121535.18,1,Ugui,Ugui,40313.47,Ugui
15812917,653,Spain,Eregtei,35,116662.96,2,Tiim,Tiim,23864.21,Ugui
15768455,679,Mongolia,Eregtei,60,0,2,Tiim,Tiim,51380.9,Ugui
15703059,549,Germany,Emegtei,49,124829.16,1,Ugui,Tiim,93551.36,Ugui
15646196,850,Spain,Emegtei,36,155180.56,2,Ugui,Ugui,169415.54,Ugui
15585451,558,Germany,Emegtei,32,108262.87,1,Tiim,Tiim,6935.31,Ugui
15714057,528,Spain,Eregtei,40,0,2,Tiim,Ugui,25399.7,Ugui
15748473,801,Mongolia,Eregtei,38,0,2,Tiim,Ugui,66256.27,Ugui
15785782,513,Spain,Eregtei,48,0,1,Tiim,Tiim,114709.13,Tiim
15693233,666,Germany,Eregtei,38,99812.88,2,Tiim,Tiim,158357.97,Ugui
15757521,606,Mongolia,Eregtei,35,132164.26,1,Ugui,Tiim,164815.59,Ugui
15812513,599,Germany,Eregtei,45,103583.05,1,Tiim,Ugui,132127.69,Tiim
15674950,544,Germany,Eregtei,39,142406.43,2,Tiim,Ugui,146637.45,Ugui
15678572,529,Spain,Eregtei,38,99842.5,2,Tiim,Ugui,90256.06,Tiim
15713608,850,Mongolia,Emegtei,41,0,2,Tiim,Tiim,34827.43,Ugui
15579262,497,Mongolia,Eregtei,41,0,1,Ugui,Ugui,22074.48,Ugui
15610426,764,Mongolia,Emegtei,39,81042.42,1,Ugui,Tiim,109805.17,Ugui
15776454,603,Mongolia,Emegtei,48,0,1,Tiim,Ugui,100478.6,Tiim
15771483,609,Mongolia,Eregtei,40,0,2,Tiim,Tiim,97416.34,Ugui
15648489,487,Mongolia,Eregtei,53,199689.49,1,Tiim,Tiim,24207.86,Tiim
15646609,748,Mongolia,Eregtei,33,142645.43,1,Ugui,Ugui,69132.66,Ugui
15693203,710,Spain,Emegtei,75,0,2,Tiim,Tiim,9376.89,Ugui
15813067,432,Germany,Emegtei,45,110219.14,1,Tiim,Ugui,43046.7,Tiim
15769829,534,Spain,Eregtei,51,0,2,Ugui,Tiim,20856.31,Ugui
15662434,607,Mongolia,Eregtei,25,0,2,Ugui,Ugui,187048.72,Ugui
15773503,551,Spain,Eregtei,32,0,2,Tiim,Ugui,53420.53,Ugui
15705890,674,Mongolia,Eregtei,45,142072.02,1,Tiim,Ugui,37013.29,Ugui
15711398,525,Mongolia,Emegtei,25,0,2,Tiim,Ugui,89566.64,Ugui
15752375,645,Germany,Eregtei,33,149564.61,1,Ugui,Ugui,149913.84,Ugui
15659175,755,Mongolia,Emegtei,43,0,2,Tiim,Ugui,18066.69,Ugui
15597033,708,Germany,Eregtei,37,153366.13,1,Tiim,Tiim,26912.34,Ugui
15590228,715,Mongolia,Eregtei,21,76467.16,1,Tiim,Tiim,173511.72,Ugui
15631848,727,Mongolia,Emegtei,26,121508.28,1,Tiim,Tiim,146785.44,Ugui
15654211,559,Spain,Emegtei,27,0,1,Ugui,Tiim,1050.33,Ugui
15707968,545,Spain,Eregtei,36,73211.12,2,Tiim,Ugui,89587.34,Tiim
15594084,524,Mongolia,Eregtei,22,0,2,Tiim,Ugui,74405.34,Ugui
15651093,707,Mongolia,Emegtei,55,0,2,Ugui,Tiim,54409.48,Ugui
15798824,671,Spain,Eregtei,38,92674.94,2,Tiim,Ugui,3647.57,Ugui
15671591,439,Spain,Eregtei,52,96196.24,4,Tiim,Ugui,198874.52,Tiim
15707189,667,Germany,Emegtei,36,114391.62,1,Tiim,Tiim,53412.54,Ugui
15733581,831,Germany,Eregtei,32,80262.66,1,Tiim,Ugui,194867.78,Ugui
15641640,545,Spain,Emegtei,33,173331.52,1,Tiim,Ugui,150452.88,Ugui
15585284,604,Spain,Emegtei,35,147285.52,1,Tiim,Tiim,57807.05,Ugui
15617866,657,Spain,Eregtei,67,119785.47,2,Tiim,Tiim,107534.32,Ugui
15667751,487,Spain,Emegtei,36,140137.15,1,Tiim,Ugui,194073.33,Ugui
15669411,750,Germany,Emegtei,52,107467.56,1,Tiim,Ugui,126233.18,Tiim
15789425,694,Germany,Emegtei,37,98218.04,2,Tiim,Ugui,182354.46,Tiim
15570943,711,Germany,Emegtei,35,133607.75,1,Tiim,Tiim,120586.32,Ugui
15685829,551,Mongolia,Eregtei,37,0,2,Tiim,Tiim,50578.4,Ugui
15721917,559,Mongolia,Emegtei,38,95139.41,1,Tiim,Tiim,86575.46,Ugui
15776047,620,Mongolia,Emegtei,29,0,2,Ugui,Tiim,153392.28,Ugui
15716024,660,Spain,Eregtei,42,0,2,Tiim,Ugui,115509.59,Ugui
15675328,449,Mongolia,Emegtei,37,0,2,Tiim,Ugui,82176.48,Ugui
15604314,703,Germany,Emegtei,26,97331.19,1,Tiim,Ugui,63717.49,Ugui
15658339,795,Germany,Eregtei,37,139265.63,2,Tiim,Tiim,198745.94,Ugui
15630402,594,Mongolia,Emegtei,31,0,1,Ugui,Tiim,5719.11,Ugui
15689616,586,Spain,Eregtei,34,168094.01,1,Ugui,Ugui,20058.61,Ugui
15774224,613,Germany,Emegtei,30,131563.88,2,Tiim,Ugui,170638.98,Ugui
15701291,601,Mongolia,Eregtei,44,0,2,Tiim,Ugui,30607.11,Ugui
15719606,657,Mongolia,Eregtei,50,0,2,Ugui,Ugui,37171.46,Ugui
15644119,531,Mongolia,Eregtei,31,0,1,Tiim,Tiim,42589.33,Ugui
15646859,621,Germany,Eregtei,47,107363.29,1,Tiim,Tiim,66799.28,Ugui
15606836,782,Mongolia,Emegtei,33,94493.03,1,Ugui,Tiim,101866.39,Ugui
15664150,528,Germany,Emegtei,29,170214.23,2,Tiim,Ugui,49284,Ugui
15624510,696,Mongolia,Eregtei,52,139781.06,1,Tiim,Ugui,27445.4,Tiim
15810944,586,Mongolia,Emegtei,35,0,2,Tiim,Ugui,70760.69,Ugui
15668575,626,Spain,Emegtei,26,148610.41,3,Ugui,Tiim,104502.02,Tiim
15603246,498,Mongolia,Eregtei,73,170241.7,2,Tiim,Tiim,165407.96,Ugui
15804002,691,Mongolia,Emegtei,33,128306.83,1,Tiim,Tiim,113580.79,Ugui
15728773,568,Mongolia,Emegtei,47,0,2,Tiim,Tiim,45978.39,Ugui
15598044,715,Mongolia,Emegtei,35,0,1,Tiim,Tiim,152012.36,Ugui
15694829,680,Germany,Eregtei,32,175454,1,Ugui,Tiim,77349.92,Ugui
15600575,802,Spain,Eregtei,41,0,2,Tiim,Ugui,47322.05,Ugui
15727311,539,Mongolia,Emegtei,22,100885.93,2,Tiim,Tiim,38772.65,Ugui
15570769,494,Mongolia,Eregtei,69,93320.8,1,Tiim,Tiim,24489.44,Ugui
15606274,594,Germany,Eregtei,38,63176.44,2,Tiim,Tiim,14466.08,Ugui
15746139,596,Mongolia,Eregtei,33,139451.67,1,Ugui,Ugui,63142.12,Ugui
15704987,649,Mongolia,Emegtei,52,49113.75,1,Tiim,Ugui,41858.43,Ugui
15628972,699,Germany,Eregtei,32,123906.22,3,Tiim,Tiim,127443.82,Tiim
15697686,787,Mongolia,Emegtei,40,0,2,Tiim,Tiim,84151.98,Ugui
15733883,604,Mongolia,Eregtei,28,0,2,Ugui,Ugui,58595.64,Ugui
15617482,489,Germany,Emegtei,52,131441.51,1,Tiim,Ugui,37240.11,Tiim
15704583,651,Mongolia,Eregtei,56,0,1,Tiim,Ugui,114522.68,Tiim
15621083,698,Mongolia,Eregtei,57,136325.48,2,Tiim,Tiim,72549.27,Tiim
15649487,578,Germany,Emegtei,38,113150.44,2,Tiim,Ugui,176712.59,Tiim
15736760,538,Spain,Emegtei,42,0,1,Ugui,Ugui,152855.96,Ugui
15714658,696,Mongolia,Emegtei,33,0,2,Tiim,Tiim,73371.65,Ugui
15599081,507,Germany,Emegtei,46,102785.16,1,Tiim,Tiim,70323.68,Ugui
15705113,685,Spain,Eregtei,34,83264.28,1,Ugui,Ugui,9663.28,Ugui
15631159,705,Germany,Eregtei,41,72252.64,2,Tiim,Tiim,142514.66,Ugui
15792818,499,Germany,Emegtei,29,148051.52,1,Tiim,Ugui,118623.94,Ugui
15633531,717,Mongolia,Emegtei,76,138489.66,1,Tiim,Tiim,68400.14,Ugui
15744529,510,Mongolia,Eregtei,63,0,2,Tiim,Tiim,115291.86,Ugui
15669656,632,Mongolia,Eregtei,32,111589.33,1,Tiim,Tiim,170382.99,Ugui
15581198,668,Germany,Emegtei,39,122104.79,1,Tiim,Ugui,112946.67,Tiim
15729054,744,Germany,Eregtei,32,96106.83,1,Tiim,Tiim,79812.77,Ugui
15573452,663,Germany,Eregtei,42,115930.87,1,Tiim,Ugui,19862.78,Ugui
15776733,638,Germany,Emegtei,37,124513.66,2,Tiim,Ugui,158610.89,Ugui
15724858,688,Mongolia,Emegtei,54,0,1,Tiim,Ugui,191212.63,Tiim
15713144,588,Spain,Eregtei,46,0,1,Tiim,Ugui,61931.21,Ugui
15690188,631,Mongolia,Eregtei,33,0,1,Tiim,Tiim,58043.02,Tiim
15689425,687,Spain,Eregtei,35,100988.39,2,Tiim,Ugui,22247.27,Ugui
15671766,599,Mongolia,Eregtei,44,118577.24,1,Tiim,Tiim,31448.52,Ugui
15782806,718,Spain,Eregtei,28,0,2,Tiim,Ugui,146875.86,Ugui
15764419,730,Mongolia,Eregtei,27,0,2,Tiim,Tiim,116081.93,Ugui
15591915,533,Mongolia,Emegtei,39,0,1,Ugui,Tiim,73669.94,Tiim
15772798,711,Spain,Emegtei,28,0,2,Tiim,Tiim,93959.96,Ugui
15792008,555,Spain,Emegtei,26,0,2,Ugui,Tiim,158918.03,Ugui
15715541,850,Mongolia,Emegtei,42,113311.11,1,Tiim,Tiim,198193.75,Ugui
15639277,678,Mongolia,Emegtei,41,0,1,Ugui,Ugui,13160.03,Ugui
15798850,576,Mongolia,Eregtei,32,0,2,Tiim,Ugui,4660.91,Ugui
15776348,835,Germany,Eregtei,20,124365.42,1,Ugui,Ugui,180197.74,Tiim
15727696,592,Mongolia,Eregtei,42,147249.29,2,Tiim,Tiim,63023.02,Ugui
15793813,774,Mongolia,Eregtei,36,103688.19,1,Ugui,Tiim,118971.74,Ugui
15694395,620,Mongolia,Emegtei,29,138740.24,2,Ugui,Ugui,154700.61,Ugui
15764195,519,Spain,Eregtei,39,111900.14,1,Tiim,Tiim,97577.17,Ugui
15744919,734,Spain,Emegtei,37,152760.24,1,Tiim,Tiim,48990.5,Ugui
15671655,763,Germany,Eregtei,31,143966.3,2,Tiim,Tiim,140262.96,Tiim
15654901,733,Mongolia,Eregtei,51,141556.96,1,Tiim,Ugui,130189.53,Ugui
15649136,650,Mongolia,Emegtei,43,0,2,Tiim,Tiim,16301.91,Ugui
15775562,538,Mongolia,Emegtei,33,0,2,Tiim,Ugui,126962.41,Ugui
15807481,577,Mongolia,Emegtei,46,0,1,Tiim,Tiim,158750.53,Ugui
15642885,792,Mongolia,Eregtei,30,0,2,Tiim,Ugui,199644.2,Ugui
15789109,686,Mongolia,Emegtei,41,0,1,Tiim,Tiim,144272.71,Tiim
15814004,589,Mongolia,Eregtei,29,0,2,Ugui,Tiim,98320.27,Ugui
15673619,530,Mongolia,Eregtei,25,162560.32,1,Tiim,Ugui,64129.03,Ugui
15595135,778,Germany,Emegtei,29,123229.46,1,Tiim,Ugui,181221.09,Ugui
15583681,616,Spain,Eregtei,31,76665.71,2,Tiim,Tiim,163809.08,Ugui
15605000,550,Mongolia,Eregtei,38,140278.99,3,Tiim,Tiim,171457.06,Tiim
15718071,655,Mongolia,Emegtei,51,0,2,Ugui,Tiim,15801.02,Ugui
15679760,721,Mongolia,Eregtei,46,115764.32,2,Ugui,Ugui,102950.79,Ugui
15654574,499,Germany,Eregtei,36,131142.53,2,Tiim,Ugui,174918.46,Ugui
15577178,511,Mongolia,Eregtei,45,68375.27,1,Tiim,Ugui,193160.25,Tiim
15595324,579,Germany,Emegtei,39,117833.3,3,Ugui,Ugui,5831,Tiim
15756932,696,Spain,Emegtei,36,0,2,Tiim,Tiim,82298.59,Ugui
15726358,681,Mongolia,Eregtei,34,0,2,Ugui,Ugui,130686.59,Ugui
15595228,815,Mongolia,Eregtei,45,0,1,Ugui,Tiim,52885.23,Tiim
15782530,681,Spain,Eregtei,30,111093.01,1,Tiim,Ugui,68985.99,Ugui
15592877,641,Spain,Eregtei,42,132657.55,1,Tiim,Ugui,35367.19,Ugui
15651983,591,Mongolia,Emegtei,56,128882.49,1,Tiim,Tiim,196241.94,Tiim
15746737,565,Germany,Eregtei,59,69129.59,1,Tiim,Tiim,170705.53,Ugui
15774179,487,Mongolia,Eregtei,37,0,2,Tiim,Tiim,126477.41,Ugui
15667265,729,Mongolia,Eregtei,39,121404.64,1,Tiim,Tiim,159618.17,Ugui
15655123,505,Spain,Emegtei,45,131355.3,3,Tiim,Ugui,195395.33,Tiim
15595917,580,Mongolia,Emegtei,35,102097.33,1,Ugui,Tiim,168285.85,Ugui
15668385,642,Mongolia,Eregtei,40,154863.15,1,Tiim,Tiim,138052.51,Ugui
15709476,850,Spain,Emegtei,41,99945.93,2,Tiim,Ugui,71179.31,Ugui
15711218,616,Germany,Eregtei,39,121704.32,2,Tiim,Ugui,55556.3,Ugui
15798659,526,Spain,Emegtei,43,0,2,Tiim,Ugui,31705.19,Ugui
15663939,523,Germany,Eregtei,35,138782.76,1,Tiim,Tiim,186118.93,Ugui
15694946,663,Mongolia,Eregtei,35,0,2,Tiim,Tiim,195580.28,Ugui
15631912,840,Mongolia,Eregtei,30,136291.71,1,Tiim,Ugui,54113.38,Ugui
15768816,570,Germany,Eregtei,42,107856.57,2,Tiim,Ugui,127528.84,Ugui
15682268,676,Germany,Emegtei,26,108348.66,1,Ugui,Ugui,60231.74,Tiim
15684801,689,Mongolia,Eregtei,47,93871.95,3,Tiim,Ugui,156878.42,Tiim
15636428,703,Spain,Emegtei,45,0,1,Tiim,Ugui,182784.11,Tiim
15809823,491,Germany,Eregtei,19,125860.2,1,Ugui,Ugui,129690.5,Ugui
15699284,584,Mongolia,Eregtei,49,172713.44,1,Tiim,Ugui,113860.81,Ugui
15786993,810,Mongolia,Emegtei,51,0,2,Ugui,Tiim,184524.74,Ugui
15709441,745,Spain,Emegtei,59,0,1,Tiim,Tiim,36124.98,Ugui
15710257,625,Mongolia,Emegtei,39,130786.92,1,Ugui,Tiim,121316.07,Ugui
15582492,535,Mongolia,Emegtei,29,112367.34,1,Tiim,Ugui,185630.76,Ugui
15575694,729,Spain,Emegtei,45,91091.06,2,Tiim,Ugui,71133.12,Ugui
15756820,655,Mongolia,Emegtei,26,106198.5,1,Ugui,Tiim,32020.42,Ugui
